ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:artificial.v1:Soph_Aj_1	[0]		32	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_2	[0]		12	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_3	[0]		28	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_4	[0]		17	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_5	[0]		21	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_6	[1]		22	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_7	[0]		9	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_8	[0]		7	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_9	[0]		8	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_10	[0]		8	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_11	[0]		8	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_12	[0]		17	---------	-	-	-	-	-	-	-	-	-	true	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_13	[0]		36	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_14	[0]		6	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_15	[0]		10	---------	-	-	-	-	-	-	-	-	-	true	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_16	[0]		9	---------	-	-	-	-	-	-	-	-	-	true	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_17	[1]		10	---------	-	-	-	-	-	-	-	-	-	true	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_18	[0]		8	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_19	[0]		10	---------	-	-	-	-	-	-	-	-	-	false	false
urn:cite2:gagdt:artificial.v1:Soph_Aj_20	[0]		8	---------	-	-	-	-	-	-	-	-	-	false	false
